Том,№,Субъект,,,Карта 27,Карта 28,Карта 29,Карта 30,Карта 31,Карта 32,Карта 33,Карта 34,Карта 35,Карта 36,Карта 37,Карта 38,Карта 39,Карта 40,Карта 41,Карта 42,Карта 43,Карта 44,Карта 45,Карта 46,Карта 47,Карта 48,Карта 49,Карта 50,Карта 51,Карта 52,Карта 53,Карта 54,Карта 55,Карта 56,Карта 57,Карта 58,Карта 59,Карта 60,Карта 61,Карта 62,Карта 63,Карта 64,Карта 65,Карта 66,Карта 67,Карта 68
2,144,16,с,Средний Багряж,2,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,3,8,8,1,8,7,2,1,7,1,1,2,2,2,1,1,1
2,137,16,д,Кабан-Бастрык,2,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,3,8,1,1,8,7,2,1,7,1,1,2,2,2,1,1,1
2,132,16,с,Кадырово,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,3,1,1,1,1,7,2,1,7,1,1,2,2,1,1,1,1
2,133,16,с,Бурды,2,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,8,7,1,8,7,2,1,7,1,1,2,2,2,1,1,1
2,131,16,д,Средние Пинячи,2,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,1,1,7,2,1,7,1,1,2,2,2,1,1,1
2,124,16,с,Мелекес,2,1,1,2,1,1,2,2,1,7,3,3,1,1,1,1,1,7,1,1,1,1,1,1,1,3,8,7,1,1,7,2,1,7,1,1,2,2,2,1,1,1
2,123,16,с,Верхний Такермен,2,1,1,3,1,1,2,3,1,11,3,1,1,1,1,1,2,7,1,1,1,2,1,1,1,1,8,8,1,7,7,2,1,6,1,2,2,8,8,1,1,1
2,119,16,с,Калмия,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,2,7,1,1,1,2,1,1,1,1,8,1,1,1,7,2,1,6,1,1,2,3,3,1,1,1
2,115,16,д,Мунайка,2,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,3,8,8,1,1,2,2,1,8,1,1,2,2,2,1,1,1
2,110,16,,Рысово,2,1,1,1,1,1,2,2,1,11,1,1,1,1,1,1,3,1,1,1,11,3,1,1,1,1,7,7,1,8,2,2,1,6,1,3,2,8,8,1,1,1
2,128,16,,Верхнее Абдулово,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,2,7,1,1,1,2,1,1,1,1,8,1,1,7,7,2,1,7,1,1,2,3,1,1,1,1
1,3,16,с,Янга-Аул,2,1,1,1,1,2,2,1,10,11,12,12,2,1,2,1,1,8,1,1,1,1,1,1,1,1,7,1,2,7,7,3,1,1,1,1,1,1,3,1,1,1
1,165,16,п,Ерыклинский,1,1,1,1,1,1,8,1,8,2,2,1,2,2,1,16,1,1,7,1,1,1,1,8,1,1,8,1,1,1,8,6,1,8,2,1,1,1,1,2,1,1
2,120,16,,Нижние Гордалы,2,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,8,1,1,8,7,2,1,7,1,1,2,2,2,1,1,1
1,109,16,с,Штырь,2,1,1,1,1,3,2,1,1,11,1,1,1,1,4,1,1,8,1,1,1,1,1,1,1,1,8,7,1,8,2,3,1,7,1,1,6,8,3,1,1,1
2,109,16,д,Псеево,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,2,7,1,1,1,2,1,1,1,1,7,1,1,8,2,2,1,8,1,3,2,3,1,1,1,1
2,114,16,с,Бизяки,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,2,7,1,1,1,2,1,1,1,1,1,8,1,8,2,2,1,6,1,1,2,1,1,1,1,1
2,113,16,с,Старое Гришкино,2,1,1,1,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,3,8,8,1,1,2,2,1,8,1,1,2,2,2,1,1,1
2,112,16,д,Абалачи,2,1,1,2,1,1,2,3,1,11,3,1,1,1,1,1,2,7,1,1,1,1,1,1,1,1,8,8,1,8,2,2,1,7,1,3,2,8,1,1,1,1
2,118,16,с,Морты,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,2,7,1,1,1,2,1,1,1,1,7,1,1,8,2,2,1,6,1,1,2,3,1,1,1,1
2,117,16,с,Большой Шурняк,2,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,7,8,1,8,2,2,1,7,1,1,2,2,2,1,1,1
1,147,16,с,Мокрые Курнали,2,1,1,1,1,1,3,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,8,6,1,1,1,1,1,1,1,1,1,2
1,111,16,с,Альвидино,2,5,1,2,1,3,2,2,1,2,1,3,3,8,2,1,1,8,1,1,1,1,1,1,1,1,1,7,1,8,7,6,1,8,1,1,2,2,2,1,1,1
1,114,16,с,Большой Салтан,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,7,1,8,7,3,1,7,1,1,2,1,8,1,1,1
1,118,16,с,Большой Ошняк,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,7,3,1,7,1,1,6,1,8,1,1,1
1,117,16,с,Татарский Янтык,2,1,1,8,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,7,3,1,7,1,1,6,1,8,1,1,1
1,122,16,с,Большая Елга,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,7,3,1,7,1,1,6,1,8,1,1,1
1,108,16,с,Ямашурма,2,1,1,1,1,2,2,1,1,4,1,1,2,1,4,1,1,8,1,1,1,1,1,1,1,2,2,7,1,7,7,3,1,7,1,1,6,1,3,1,1,1
1,113,16,с,Шали,2,1,1,8,1,1,2,1,1,2,1,3,3,8,2,1,1,1,1,1,1,1,1,1,1,1,8,7,1,8,7,6,1,7,1,1,6,1,3,1,1,1
1,116,16,с,Пелево,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,7,3,1,7,1,1,6,1,8,1,1,1
1,121,16,с,Именьково,2,1,1,1,1,1,2,6,1,11,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,8,1,8,1,1,7,3,1,1,1,1,1,1,8,1,1,1
1,115,16,с,Кирби,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,7,1,1,2,1,1,1,1,1
1,120,16,с,Курманаково,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,8,1,3,1,1,1,1,1,1,8,1,1,1
1,123,16,с,Татарские Саралы,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,8,1,1,1,3,1,8,1,1,1,1,1,1,1,1
1,119,16,д,Татарский Кабан,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,3,1,7,1,1,2,1,1,1,1,1
1,207,16,с,Татарские Шатрашаны,1,1,2,1,1,2,6,1,8,7,2,1,2,2,1,12,1,1,2,7,2,1,1,2,2,1,1,1,1,1,1,1,2,8,2,1,1,3,1,2,1,1
1,206,16,с,Старые Чукалы,1,1,2,1,1,2,6,1,8,7,2,1,2,2,1,12,1,1,2,7,2,1,1,2,2,1,1,1,1,1,1,1,2,8,2,1,1,3,1,2,1,1
1,205,16,с,Большая Цильна,1,1,2,1,1,2,6,1,8,7,2,1,2,2,1,12,1,1,7,1,2,1,1,7,1,1,1,1,1,1,8,1,2,8,2,1,1,1,1,2,1,1
1,204,16,с,Старая Задоровка,1,1,2,1,1,2,6,1,8,7,2,1,2,2,1,12,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,8,2,1,1,8,1,2,1,1
1,202,16,д,Мочалей,1,1,2,1,1,2,6,1,8,7,2,1,2,2,1,12,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,8,2,1,1,3,1,2,1,1
1,203,16,с,Старое Шаймурзино,1,1,2,1,1,2,1,1,8,7,2,1,2,2,1,12,1,1,7,1,2,1,1,2,1,1,1,1,1,1,8,1,2,8,2,1,1,1,1,2,1,1
1,201,16,с,Новые Ишли,1,1,2,1,1,2,6,1,8,7,2,1,2,2,1,12,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,8,2,1,1,8,1,2,1,1
1,200,16,д,Татарские Тюки,1,1,2,1,1,2,6,1,8,7,2,1,2,2,1,12,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,8,2,1,1,8,1,2,1,1
1,199,16,с,Энтуганы,1,1,2,1,1,2,3,1,8,7,2,1,2,2,1,12,1,1,2,1,2,1,1,7,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,2,1,1
1,77,16,с,Чутеево,1,1,9,1,1,2,2,3,8,11,2,1,2,2,1,12,1,1,2,1,2,1,1,7,1,1,1,1,1,1,1,1,1,8,2,1,1,8,1,2,1,2
1,76,16,с,Хозесаново,4,1,9,2,1,2,2,2,1,11,1,1,3,1,7,1,1,1,7,1,1,1,1,1,1,1,2,2,1,8,8,1,1,2,1,1,1,2,2,1,1,1
1,75,16,с,Старое Тябердино,1,1,9,2,1,2,2,2,1,11,1,1,3,1,7,1,1,1,7,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1
1,56,16,с,Нижний Искубаш,2,1,1,1,1,1,2,3,1,11,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,8,1,1,8,7,3,1,1,1,2,2,1,8,1,1,1
1,30,16,с,Кугунур,2,4,1,1,1,1,3,3,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,2,2,1,8,2,2,1,1,1,2,2,1,3,1,1,1
1,31,16,с,Арбор,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,2,2,1,8,2,2,1,1,1,2,2,1,3,1,1,1
1,32,16,с,Нуринер,2,1,1,1,1,1,3,3,1,11,3,1,1,1,4,1,1,7,8,1,1,1,1,1,1,2,2,2,1,8,2,2,1,6,1,2,2,1,3,1,1,1
1,33,16,с,Верхний Субаш,2,4,1,2,1,1,2,2,1,11,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,2,2,2,1,8,2,2,1,6,1,3,2,3,2,1,1,1
1,35,16,с,Янгулово,2,1,1,1,1,1,3,3,1,11,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,1,7,2,2,1,6,1,2,2,1,3,1,1,1
1,37,16,с,Мамашир,2,1,1,8,1,1,2,3,1,11,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,8,7,2,1,7,2,2,1,1,1,2,2,1,8,1,1,1
1,40,16,с,Бурбаш,2,1,1,1,1,1,2,3,1,11,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,2,7,7,1,8,2,2,1,6,1,2,2,1,8,1,1,1
1,38,16,с,Норма,2,1,1,1,1,1,2,3,1,11,3,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,7,2,1,7,2,2,1,6,1,2,2,8,3,1,1,1
1,39,16,д,Карадуван,2,1,1,1,1,1,2,3,1,11,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,7,7,1,8,2,2,1,1,1,2,6,8,8,1,1,1
1,42,16,с,Туембаш,2,4,1,8,1,1,2,3,1,11,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,8,7,2,1,7,2,2,1,1,1,2,2,1,8,1,1,1
1,44,16,с,Байлянгар,2,4,1,1,1,1,2,3,1,11,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,8,7,1,8,7,2,1,6,1,2,2,1,8,1,1,1
1,45,16,с,Сиза,2,1,1,1,1,1,2,6,1,11,1,1,1,1,1,1,1,7,8,1,1,1,1,1,1,1,1,8,1,8,2,2,1,6,1,3,6,1,8,1,1,1
1,46,16,с,Верхняя Корса,2,1,1,1,1,1,2,6,1,11,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,8,1,1,2,2,1,1,1,2,6,1,8,1,1,1
1,47,16,с,Измя,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,2,7,8,1,1,1,1,1,1,1,8,1,1,8,7,2,1,6,1,3,2,1,8,1,1,1
1,48,16,с,Евлаштау,2,1,1,1,1,1,2,6,1,11,1,1,1,1,1,1,2,2,8,1,1,1,1,1,1,1,1,1,1,8,7,3,1,6,1,2,2,1,8,1,1,1
1,50,16,с,Псяк,2,1,1,1,1,1,2,3,1,11,1,1,1,1,1,1,1,7,8,1,1,1,1,1,1,1,8,7,1,8,7,3,1,6,1,3,2,8,8,1,1,1
1,53,16,с,Урясьбаш,3,1,1,2,1,1,2,2,1,11,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,7,1,2,2,2,2,1,1,1
1,52,16,с,Кильдебяк,2,1,1,1,1,1,2,3,1,11,1,1,1,1,1,1,2,7,8,1,1,1,1,1,1,1,8,1,1,1,7,3,1,6,1,3,2,1,8,1,1,1
1,51,16,с,Старый Мичан,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,7,2,1,6,1,3,2,8,3,1,1,1
1,19,16,с,Большие Верези,2,1,1,1,1,3,2,1,1,11,1,1,8,1,7,1,1,1,1,1,1,1,1,1,1,1,2,7,2,8,7,2,1,1,1,1,8,8,3,1,1,1
1,11,16,с,Сардебаш,2,4,1,2,1,1,2,2,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,2,2,1,6,1,2,2,2,2,1,1,1
1,13,16,с,Апазово,2,1,1,1,1,1,2,6,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,2,2,1,6,1,1,1,2,2,1,1,1
1,18,16,с,Средний Пшалым,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,2,2,1,6,1,1,1,1,8,1,1,1
1,24,16,д,Мендюш,2,4,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,1,2,6,1,8,1,1,1
1,28,16,с,Качелино,2,1,1,1,1,1,2,1,1,11,1,1,8,1,1,1,1,8,1,1,1,1,1,1,1,1,8,7,1,1,7,2,1,6,1,1,1,1,8,1,1,1
1,10,16,с,Байкал,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,2,8,2,2,1,6,1,1,1,1,8,1,1,1
1,16,16,с,Ашитбаш,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,3,8,2,2,1,6,1,1,1,1,8,1,1,1
1,23,16,с,Утар-Аты,2,4,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,8,7,2,1,6,1,1,6,1,8,1,1,1
1,17,16,с,Большой Менгер,2,1,1,1,1,1,2,6,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,8,2,2,1,1,1,3,2,1,8,1,1,1
1,12,16,с,Ключи-Сап,2,1,1,1,1,1,2,6,1,11,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,2,8,2,2,1,1,1,1,1,1,8,1,1,1
1,15,16,с,Кубян,2,1,1,1,1,3,2,6,1,11,1,1,8,1,7,1,1,1,1,1,1,1,1,1,1,2,2,2,2,8,2,2,1,1,1,1,1,1,3,1,1,1
1,22,16,с,Коморгузя,2,1,1,1,1,2,2,1,1,11,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,2,1,1,1,1,1,8,3,1,1,1
1,27,16,с,Ташлы-Ковали,2,1,1,1,1,2,2,1,1,11,1,1,2,1,1,1,1,8,1,1,1,1,1,1,1,2,2,2,1,7,7,3,1,6,1,1,1,1,3,1,1,1
1,14,16,с,Ислейтар,2,1,1,1,1,2,2,6,1,11,1,1,2,1,7,1,1,1,1,1,1,1,1,1,1,2,2,7,2,8,2,2,1,1,1,1,1,1,3,1,1,1
1,21,16,д,Малый Сулабаш,2,1,1,1,1,2,2,1,10,11,12,12,2,1,2,1,1,8,1,1,1,1,1,1,1,1,2,7,2,7,7,3,1,1,1,1,1,8,3,1,1,1
1,26,16,с,Альдермыш,2,1,1,1,1,2,2,1,10,11,12,12,2,1,2,1,1,8,1,1,1,1,1,1,1,1,2,8,2,7,7,3,1,7,1,1,1,1,3,1,1,1
1,20,16,с,Большой Битаман,2,1,1,1,1,2,2,1,10,11,12,12,2,1,2,1,1,8,1,1,1,1,1,1,1,2,2,7,2,2,7,3,1,1,1,1,1,8,3,1,1,1
1,25,16,с,Большие Ковали,2,1,1,1,1,2,2,1,10,11,12,12,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,7,2,7,7,3,1,7,1,1,1,1,3,1,1,1
1,4,16,с,Большие Кургузи,2,1,1,1,1,2,2,1,10,11,12,12,2,1,2,1,1,1,1,1,1,1,1,1,1,8,8,1,2,7,7,3,1,1,1,1,1,8,3,1,1,1
1,248,16,д,Бикулово,1,1,9,1,1,2,8,1,1,11,1,1,2,1,1,1,1,1,1,1,2,1,1,7,1,1,8,1,1,1,1,6,1,8,2,1,1,1,1,3,1,2
1,249,16,д,Нижний Нурлат,1,1,9,1,1,2,8,1,1,11,1,1,2,1,1,1,1,1,1,1,2,1,1,7,1,1,8,1,1,1,1,6,1,8,2,1,1,1,1,3,1,2
1,247,16,,Савиново,1,1,9,1,1,2,8,1,1,11,1,1,2,1,1,1,1,1,1,1,2,1,1,7,1,1,8,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2
1,246,16,с,Кривое Озеро,1,1,9,1,1,1,3,1,1,11,1,1,1,1,1,1,1,1,1,1,2,1,1,8,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
1,245,16,с,Курманаево,1,1,9,1,1,2,8,1,1,11,1,1,2,1,1,1,1,1,1,1,2,1,1,8,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
1,225,16,,Ст. Баран//Иске Рязап,2,1,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,8,1,1,8,1,1,1,1,1,1,1,2
